x0_i,y0_i,x1_i,y1_i,x2_i,y2_i,x3_i,y3_i,x4_i,y4_i,x0_f,y0_f,x1_f,y1_f,x2_f,y2_f,x3_f,y3_f,x4_f,y4_f,obs0x,obs0y,obs1x,obs1y,res0,res1,res2,res3,res4,res5,res6,res7,res8,res9,res10,res11,res12,res13,res14,res15,res16,res17,res18,res19,res20,res21,res22,res23,res24,res25,res26,res27,res28,res29,res30,res31,res32,res33,res34,res35,res36,res37,res38,res39
-7.504176331673207,-4.168153226475955,-9.674863169826725,-0.26061820374372147,-6.382049583832277,-7.327691558615825,3.532202026348166,-1.916882077569328,-9.237852331632165,6.224942664113527,5.564438185896472,-6.249526896649574,-8.255904331771045,1.8354503104225337,-9.435500935974233,2.889510323778728,2.763751146983102,-3.3438234164089913,-8.448880816876034,-6.677988204751564,-0.05837298110133382,-2.959137548099906,-4.012327196037441,-7.50971406371584,-2.9906157888039857,-2.9900806744949824,0.36067241861995564,2.98668416246701,-4.294765322310279,-4.294867007919861,-5.059320993507231,-5.66011243934049,-9.674863006200313,-9.674862814729083,-9.674740465953843,-8.201729646979638,-0.2606185128703835,-0.2606184886436807,-0.26051968549464477,1.8110226749978107,-6.17342374359112,-6.160833087244904,-6.160839052024812,-10.124051573151183,-4.1532419541667,-2.7659299214086714,-2.765917412988693,-0.7473954778331441,3.387727148602308,3.2283073734248604,3.0661249722463215,2.9087150889642865,-2.1853995955895567,-2.48105449701616,-2.7821355796451415,-3.0748535373261974,-7.583177399343411,-7.58320301356984,-9.671574063216914,-9.671576662408267,-0.9709548758099265,-0.9710313460488955,-3.549995217108875,-3.550001004245447
4.812623743450368,7.297745426282972,-2.570362429129556,8.857222328321441,-1.4060129856315733,5.27039244574876,4.327013169145658,6.010643691583741,1.967069654679257,1.3335491702420637,-3.8199530282000715,2.420361048405315,-9.07950488856251,-0.12601822212446123,7.8108141072357675,6.735406847629658,-1.0558763602531798,-7.828340677041528,0.12103023791088674,-2.088508487718947,3.52690485113877,-8.817567827349881,1.3744421886259026,3.6067440451277832,1.0781940056137287,1.0770412775602132,1.076979520070136,-0.33469577528170635,4.671383577435479,4.670665305694482,4.670639049267764,4.031917057480614,-3.861558907571282,-5.17049289969652,-6.474108082077374,-7.776627408448801,7.072739015145206,5.265248653926136,3.4658483587227296,1.6699837093675938,0.853081280299412,0.8530892798165268,0.8531156296201544,4.630682103210526,6.119613539039944,6.119615862578084,6.119618838421352,6.46482992346694,3.197886830909594,2.350833107124519,1.8192958146160554,0.5775634179610265,2.2605357819514666,-0.33348466335812404,-1.6963066408568326,-4.423470059042821,1.783000983896489,1.1896099775774065,0.4793188112663476,0.1476937895172789,1.0343406314832426,0.04944699729946692,-1.315535450099171,-2.031493412600373
-0.6575142223284125,7.066040493660516,7.341006755150712,-8.819210264289577,-8.742373560915887,9.776735169951074,-9.984228247649437,-0.10797614205806738,-5.8093260234085236,3.3930586668995204,-1.5998038260480545,-0.12736543818208723,-6.1682779961646395,-2.997053064282154,-9.539058655923576,8.974767097933874,4.610876298658329,2.456275796797687,0.9752289649324357,5.533595841417444,-4.428759503763753,6.779351331951158,5.48341593921317,-2.296143190880729,-0.8850912580887873,-1.0835895839658827,-1.099140076293203,-1.2201071793992062,5.3290927155823535,3.8154161961895166,3.6963979415077626,2.7723766505738547,4.639153666770942,1.9372974901488829,-0.7645626420948083,-3.4664205529238235,-7.654779094166175,-6.490347986339517,-5.325915030950897,-4.161484309670191,-8.898783030695066,-9.06092921814062,-9.220453352868416,-9.38272022912211,9.619241302619937,9.456043832120343,9.29551447295732,9.132186035793639,-6.738499106809492,-2.9867692894152276,-0.09592434129069213,1.3468047647166506,0.46236784261811986,1.1216106969282404,1.6295748352557418,1.8830012527770972,-4.4077915693784,-3.189237531979876,-2.133155827016469,-0.6896728629039344,3.8352695854563463,4.219463340292752,4.5525454217094214,5.008293059388487
-2.810204523459687,-1.1257392458394477,-3.0927718194985987,3.358869758956729,-2.6512864659633406,-9.811730136176934,6.593377680666791,8.558514676978422,5.8578269914215735,5.574912850707051,-9.549519277131612,-4.952793864819429,9.134707989048366,8.185238972775728,7.586487224488842,-7.573549288224077,7.032128424498964,-6.243994638015664,7.841869659212868,-5.433718391589837,1.6010494935653359,-3.669468223659395,-1.3944006022381608,1.891359304728029,-4.115634445230772,-5.482756215915901,-6.836013323892726,-8.1945390444181,-1.8713536301549727,-2.650384621572814,-3.4185993708351288,-4.187977152969825,-0.5524304597120444,1.838073854594903,4.27707163646499,6.74322242271792,4.362516815287769,5.308078580860051,6.272131073687555,7.244494065782274,-0.565904109099254,1.4336491936937377,3.528838634061174,5.5761353068197534,-9.35644564236538,-8.919033752792794,-8.460523802290485,-8.012967563135016,6.548977357264934,6.502710584641315,6.464472047359468,6.464553074302717,5.541033628322848,2.051735249304258,-2.8984156344572756,-2.898507228710675,6.326388556333863,7.0193471157431215,7.630661238011114,7.630748516490404,3.3296832778570513,-0.0275747354006162,-3.0742779179650475,-3.074918548081458
6.294811793137718,-6.087664924348637,6.495611874068516,-4.021891830273939,-5.522809293277165,-2.0478338722449907,0.14801148033458844,9.300300548394777,-9.894408566717479,3.898627864169878,-7.305297975758709,9.88364697985363,-8.424189818523043,-5.308788298411393,-6.336235790395546,0.6051826891594576,-0.6761717734521469,3.593820271339963,2.516354160592492,-9.026462356826599,-0.34612589613560374,-7.190314109425713,3.73901473453426,-5.9783459152169005,2.3828518806364274,1.7985328799563451,-0.3126588635826096,-2.7060344846465636,-2.26004728886221,-1.560194987061839,1.0998825579040035,4.1237560383417255,5.796287768312519,0.13527506888080315,-2.6037977431201926,-2.603809881417817,-3.708975711751584,-4.226704349903872,-4.920739361346653,-4.92074081956424,-5.553796707153285,-5.662324657171571,-5.817217030909564,-5.872156591768459,-1.9474387860492355,-1.5933388971897233,-1.092130615329576,-0.9116850881124902,0.10452252421310486,-3.837839953771963e-05,-0.048935962552211984,-0.19271172652075436,8.997047790462798,8.279482458247983,7.939625210961115,6.950461131343255,-1.5682324372003338,-1.5035193065651535,-1.4590510960393908,0.5092344031822797,-1.5977311584970189,-1.6452981657567336,-1.683560056709279,-4.134828700704727
5.960759927716703,5.308234316611022,4.700666829344636,0.5093270750372483,-1.969292023746764,3.5621209056925345,6.124695113028938,7.620509741159218,8.618928173437908,2.8136491017666003,-7.151343595717414,9.513467014535586,-7.274907870660979,3.7580604331787626,7.211086163393887,1.548888997518869,-0.8997918240207259,1.3540655698278563,-4.29182973105338,5.697070036498534,-5.408474200471847,4.977969084160883,2.322739782715459,1.6245773840084627,3.338326132048651,0.7159040964764838,-1.9064953568481073,-4.528923812205902,6.149262256461816,6.990298354073602,7.8313895822223065,8.672432969297548,1.6437755152988287,1.6364373175106592,-0.7248005269271706,-4.778538127963899,0.29673663927110316,0.2975163092791751,1.1547484365554028,2.775671191397683,2.2914505489379153,2.2914905988099403,2.418774785331766,3.40443973530388,2.731997747292264,2.7319805826071057,2.7152032908013632,2.4931984436533785,5.29822028878576,4.549227744763764,3.2717047058064668,1.3662741934157951,6.914904308126963,6.276072857639948,5.181439427520448,3.4753646277297157,3.535304511030741,2.660951605899217,2.1116756478156713,-0.8254874897089524,4.059671910006822,4.284943916325745,4.3809054771686435,4.9960938306050195
-1.577496675511492,6.219594448766351,0.7976824244665579,1.468333994950786,-8.589670158850888,5.283150624674489,0.3382100716868557,-8.778507934215758,-4.666188431496563,-6.1998939383218925,9.350186478784419,-0.05372267652038332,-3.9987689021651818,7.751627045969151,6.302208887167065,-0.5592790799828773,4.8052548698312325,1.0211341903896596,-2.481572145454283,-6.520413203222941,-3.8711364426389494,4.411339638480891,-4.644903803311187,-8.900214786157052,1.8144584466739868,1.8193727667694832,4.565795226057412,7.117523276782645,4.274031824092782,4.271243610411352,2.6912816429367146,1.2254875914878005,-1.1921069698722186,-1.4302330563274666,-1.9116648783822046,-2.8035673910091807,4.080710482109896,4.392751894510899,5.013264177535634,6.18550127796316,-3.8310560432445047,-3.8269378717083136,-3.8259681151850544,5.345726786117964,2.88944699249504,2.8877917888145785,2.8876611697030197,-0.23632800656297864,1.250274773375047,2.15181472757578,2.5092895345321145,2.511540089887714,-6.76423074684558,-4.776901498143779,-3.9888045590450716,-3.9836479956545285,-4.381693721914379,-3.6566552715967733,-3.3254142176367645,-2.8996886921330516,-6.241766833972852,-6.347903988350552,-6.396707325784197,-6.459345783631538
4.919547524403292,0.44503909013705467,-1.7769707825223975,-8.303078160158348,3.2952153157213075,0.38416419161404747,-2.138875666701874,4.336033376896536,-5.8464084382084796,-9.274730521376002,-7.584624458406211,6.673554819189263,7.425809321151856,0.4436282608196418,0.6318593155480308,0.9835854869154019,-0.7745014576337219,-7.1278427299626035,-0.760807156327683,9.973028631262363,8.967695866004263,7.96461313646185,-3.3848950737620047,8.622362336891317,1.459073656738241,0.49476850704227815,-3.696044432071866,-5.938281898797166,2.1686276037780114,2.6488407751024647,4.736372439239194,5.853561387522051,0.06356043243254221,1.9041356472800561,3.74468622167446,5.585217382240247,-6.5537687264461155,-4.804415570532674,-3.055076288676314,-1.3057538596805256,0.7311427183528625,0.7160537736404712,0.7146735624413036,0.7125168984884608,0.9612497997370418,0.9646646013774997,0.9649679702235713,0.9654613469596331,-1.565001674189412,-1.4025411209608662,-1.402035187197747,-1.1805093268273636,-0.4954849399824542,-1.8604787528171978,-1.8647109316962913,-3.72481204410052,-4.361115111674369,-3.7116520463571088,-3.465325572741835,-2.5017288096232706,-3.6541603992029454,-1.1953045984114539,-0.26265520406493154,3.385040387827112
4.583455851070543,-6.911490238940061,3.9160394380430112,7.871179961182413,-4.920811041672644,-5.3155549136025915,4.161157571119453,-4.118579969986835,-3.344545338426479,-7.8839179607251815,-6.654545051146865,-0.23747240953369797,0.02794709868278389,9.202139724956623,-4.622309934634908,-6.514327893076071,-4.224655013839749,9.173331643921351,1.5815890543406468,4.148176371885661,5.949879816020246,3.6130971580648854,9.683445138988244,8.869416898156189,2.38852359669845,0.4821179010549287,-1.6681985662471608,-4.200001910434134,-5.6079760268005385,-4.475808889273005,-3.1987070135598596,-1.6951151208830908,3.138428692080583,2.3608081867810466,1.5831772094530883,0.8055550208969731,8.137367536204025,8.403562707667676,8.669756383364373,8.93595194978493,-4.861166754483057,-4.801339829261805,-4.741780343192502,-4.681954263008104,-5.555121426849321,-5.7953712789999265,-6.034514860522308,-6.274760005784884,2.4839940895421844,0.8068310357133205,-0.8703305941232328,-2.547492352977149,-1.4601970706251117,1.1981864017249242,3.8565675251587956,6.514948773873004,-2.2088635049855703,-1.1781974671972568,-0.32677179658265926,0.5861694243288842,-5.109819429076977,-2.5926035167280292,-0.5129505301883492,1.7167503543658826
4.67472297321523,9.198444091478564,8.476201547830378,-4.383905827230947,3.730586392681264,6.068775968374013,9.610063421309391,-8.0069588041523,-2.2495871194099726,7.5933511340216775,-1.6406713957006769,-3.895642204533396,2.9828769339020074,-7.626169820285242,-1.4932971278459704,-7.9024767569422565,0.1113259786875549,0.3226427361668378,-1.8322282939940564,-1.3883581717284628,-7.909511610313946,-8.377560523928393,7.611042556594452,1.0845120358487943,3.4116462678068356,2.1485672277331647,0.8854886276362651,-0.3775912812141497,6.57963111250173,3.9608140905447695,1.3419969520967328,-1.276821614564301,8.352426009776421,7.4963282462420535,5.870481039520547,4.393981175685276,-4.4570461139343065,-4.962108763216708,-5.921443792705421,-6.793000263081116,2.6676235226333693,1.5653530566094982,0.49689039704856885,-0.4632398304031735,3.226337307552095,0.27855132372811986,-2.5791284503735716,-5.147246879126173,6.496659153223468,5.520150449604316,4.028397501827017,2.81358294781519,-5.276519263453888,-4.420161419361187,-3.1118070465710876,-2.046455458261617,-2.1661149400576516,-2.082643648057612,-1.9991710666607911,-1.9156992036107652,5.797013971366693,4.000669444273279,2.204323399752315,0.40798023499978486
